"","WQ_Station_Name","River.Type","River.Name","Date","pH","DO","BOD","COD","SS","TN","TP","TOC","WT","EC","DTN","NH3N","NO3N","DTP","PO4P","Chlorophyll"
"10369","T4","T","BS",2013-12-10,7.8,10.6,1.5,5,6.4,3.896,0.085,3.2,7.1,338,3.663,0.518,2.738,0.056,0.04,5.5
"10370","M6","M","ND",2013-12-10,8.8,14.8,1.9,4,7.4,2.604,0.044,1.8,6,241,2.481,0.062,1.083,0.028,0.003,23.4
"10371","M15","M","ND",2013-12-10,8.5,12.1,2,3.1,6.2,2.938,0.046,2.5,8,393,2.905,0.128,2.592,0.022,0,18.2
"10372","M4","M","ND",2013-12-10,8.4,14.6,1.4,3,4.6,2.746,0.022,1.6,6,254,2.661,0.034,1.225,0.017,0.003,19.3
"10373","M8","M","ND",2013-12-10,8.2,13.3,1.6,4,4.6,3.177,0.048,2.1,7,315,3.163,0.206,1.347,0.032,0.01,11
"10374","T9b","T","HG",2013-12-10,8.2,11.2,0.3,2.9,9,1.86,0.035,1.8,8.4,139,1.811,0.023,1.666,0.02,0.005,1.6
"10375","T8b","T","HO",2013-12-10,8.4,13.3,0.6,2.9,1.8,2.75,0.022,1.8,9.3,307,2.652,0.021,2.409,0.015,NA,2.8
"10376","M7","M","ND",2013-12-10,7.8,11.7,1.3,4.5,3.6,3.733,0.053,3,7.7,357,3.455,0.072,2.933,0.031,0.01,12.2
"10377","M10","M","ND",2013-12-11,8.1,12.2,1.9,4.8,9,3.956,0.05,2.9,6,455,3.931,0.158,1.766,0.029,0.008,21.5
"10378","T10a","T","NG",2013-12-11,7.6,12.2,1.7,4.3,3,3.037,0.039,2.5,8.9,267,NA,NA,NA,NA,NA,8.4
"10379","M11","M","ND",2013-12-11,8.1,12,1.8,4.6,7.8,3.933,0.046,2.9,7,483,3.897,0.185,1.736,0.027,0.003,20.6
"10380","T7b","T","KH",2013-12-16,8.3,14.7,3.6,8.5,7.6,10.587,0.099,6.2,6,1098,9.551,0.223,7.966,0.043,0.01,23.4
"10381","T10b","T","NG",2013-12-16,8.3,14,0.8,4.1,2.6,3.079,0.033,2.6,3.7,239,2.777,0.212,2.202,0.018,NA,7.9
"10382","T2","T","NS",2013-12-16,7.7,16.2,0.3,2.1,4.8,4.193,0.049,1.1,0.6,266,4.075,0.041,3.696,0.041,0.03,0.9
"10383","T1","T","BB",2013-12-16,7.9,13.1,0.8,4,2.2,2.963,0.027,2.9,2.4,224,2.844,0.064,2.332,0.015,NA,3.7
"10384","M5","M","ND",2013-12-16,8.4,15.5,2,4.7,7.2,2.892,0.029,2.7,3.9,266,2.67,0.022,2.391,0.013,NA,41.3
"10385","M1","M","ND",2013-12-16,9.1,13.4,0.6,2.8,2.8,1.384,0.016,1.9,5,247,1.376,0.093,0.614,0.012,0.006,2
"10386","M2","M","ND",2013-12-16,8.6,13.1,0.9,3.8,4.2,1.893,0.025,2,5,220,1.866,0.112,0.832,0.016,0.01,2.6
"10387","M9","M","ND",2013-12-17,8.2,12.3,2.1,5.2,8.2,2.853,0.054,NA,6,321,2.825,0.05,1.279,0.024,0.006,21.9
"10388","T3b","T","YG",2013-12-17,7.1,14.6,0.6,1.7,0.6,2.424,0.006,0.9,6.5,218,2.41,0.028,2.17,0.005,0,1.2
"10389","M8","M","ND",2013-12-17,8,14.1,1.7,4.6,6.2,3.193,0.04,2.1,5,196,3.151,0.055,1.416,0.024,0.004,22.7
"10390","T3a","T","YG",2013-12-17,7.8,13.1,0.6,1.2,0.4,2.734,0.006,0.7,4,192,2.697,0.055,2.476,0.005,0,0.9
"10391","M10","M","ND",2013-12-18,8.3,13.1,2,5.4,6.6,4.247,0.068,2.8,6,497,4.222,0.105,1.885,0.038,0.005,22.8
"10392","M11","M","ND",2013-12-18,8.3,12.7,2.1,5.6,6.4,4.505,0.061,NA,6,510,4.453,0.099,1.955,0.039,0.002,20.9
"10393","M14","M","ND",2013-12-19,8,12.3,1.6,3.3,5.8,3.398,0.034,1.6,5,404,3.204,0.135,2.952,0.015,0,18.3
"10394","M15","M","ND",2013-12-19,8,12.3,2.4,4.5,5.8,3.352,0.081,2,6,438,3.164,0.221,2.806,0.026,0.006,11.9
"10395","T5a","T","WE",2013-12-19,9.5,14.6,1.1,3,1.2,3.443,0.018,1.8,4,392,3.417,0.12,2.916,0.016,0.001,2
"10396","T7b","T","KH",2013-12-23,8,14.8,2.6,8,6.8,9.98,0.098,6.3,6.9,1119,9.675,0.319,8.322,0.051,0.021,24.4
"10397","T10b","T","NG",2013-12-23,8.5,14.3,1.3,4.3,3,2.959,0.036,2.7,4.7,239,2.828,0.256,2.261,0.019,0.003,14.4
"10398","T2","T","NS",2013-12-23,7.6,15.1,0.3,2.1,5.2,4.059,0.05,1.2,2.2,263,4.026,0.036,3.689,0.045,0.035,1.4
"10399","T1","T","BB",2013-12-23,8.2,14.8,1.8,4.6,3.4,3.297,0.036,3,3.9,237,3.188,0.077,2.703,0.015,NA,13.4
"10400","M5","M","ND",2013-12-23,8.6,15.8,1.3,4.8,7.2,2.925,0.024,3.2,3.9,279,2.638,0.018,2.419,0.014,NA,61
"10401","M1","M","ND",2013-12-23,8.3,9.8,0.8,3.4,2,1.872,0.018,2.2,7,172,1.782,0.095,1.277,0.017,0.003,1.8
"10402","M2","M","ND",2013-12-23,8.8,14.3,1,3.8,2,2.282,0.019,2.2,4,167,2.254,0.091,1.784,0.013,0.003,2.1
"10403","M10","M","ND",2013-12-24,8.2,14.3,2,3.6,6,3.977,0.061,3,6,443,3.914,0.068,3.397,0.023,0.005,18
"10404","M14","M","ND",2013-12-24,8.2,14.1,2.1,3.4,6.4,3.474,0.038,2.3,5,418,3.315,0.114,3.117,0.028,0.014,34
"10405","M9","M","ND",2013-12-24,8.5,13.9,1.9,3.6,2.8,2.9,0.031,NA,5,321,2.885,0.085,2.542,0.019,0.003,17.7
"10406","M15","M","ND",2013-12-24,7.6,13.8,2.4,3.5,7.4,3.152,0.055,2.2,5,403,2.999,0.064,2.732,0.013,0,25.8
"10407","M8","M","ND",2013-12-24,8.9,15,2.2,3.6,5.2,3.063,0.042,2.3,4,261,3.048,0.036,2.59,0.017,0.001,31.6
"10408","M11","M","ND",2013-12-24,8.3,13.8,1.9,4.6,5.2,4.173,0.057,NA,5,469,3.817,0.089,3.519,0.022,0.001,22.1
"10409","T8a","T","HO",2013-12-26,8.7,14.4,1.1,2.2,2.4,3.258,0.024,1.4,4,272,3.232,0.017,2.841,0.011,0.007,4.5
"10410","T7a","T","KH",2014-01-03,7.7,13.7,2.9,5.7,3.4,18.384,0.048,5.3,7.5,632,12.288,0.43,8.177,0.01,0.008,14.8
"10411","T5a","T","WE",2014-01-03,8.2,14.4,0.7,2.2,0.8,3.527,0.012,2,3,377,3.516,0.111,3.155,0.01,0.006,1.8
"10412","T6b","T","GM",2014-01-06,7.8,13.8,1.2,4,9.4,5.896,0.08,2.2,5.3,422,5.758,1.116,4.11,0.05,0.039,3.1
"10413","T10b","T","NG",2014-01-06,8.2,14.5,1.1,4.4,8,3.062,0.044,2.6,4.9,230,2.839,0.355,2.062,0.019,NA,9.1
"10414","T2","T","NS",2014-01-06,7.8,14.3,0.6,1.9,3.8,4.257,0.052,0.9,1.5,266,4.161,0.032,3.777,0.039,0.036,1.1
"10415","T1","T","BB",2014-01-06,7.6,13,1.4,4.2,3.8,3.648,0.032,3,5.1,228,2.709,0.028,2.248,0.008,NA,17.6
"10416","M5","M","ND",2014-01-06,8.5,12.9,1.6,4.2,5.8,3.087,0.028,2.5,4.1,264,2.872,0.028,2.522,0.017,NA,8.6
"10417","M1","M","ND",2014-01-06,8.3,9.2,0.7,1.8,2.2,1.66,0.01,2.2,7,174,1.586,0.08,1.352,0.006,0.002,1.6
"10418","M2","M","ND",2014-01-06,8.2,13.2,1,2.4,2.8,2.222,0.017,2.1,6,198,2.144,0.107,1.969,0.01,0.002,6.8
"10419","M13","M","ND",2014-01-06,8.3,15.1,2.3,6.2,11,4.311,0.044,4,5.1,425,3.458,0.037,3.002,0.02,NA,27.2
"10420","T5b","T","WE",2014-01-06,8.7,13.7,0.7,3.5,2.4,3.168,0.024,2,4.5,257,2.956,0.025,2.542,0.008,NA,30.9
"10421","T6a","T","GM",2014-01-06,7.6,14.2,1.2,4.1,4.4,5.241,0.08,2.5,3.7,398,NA,NA,NA,NA,NA,8
"10422","T7b","T","KH",2014-01-07,7.6,12.7,2,7.3,4.2,9.787,0.083,5.2,6.4,946,9.384,0.472,7.952,0.037,0.013,33.8
"10423","M14","M","ND",2014-01-07,8.7,13.6,1.6,3.5,4.8,3.095,0.028,2.4,4,357,3.469,0.101,1.783,0.016,0.006,13.6
"10424","M9","M","ND",2014-01-07,8.6,18,1.4,3.4,5.4,3.243,0.023,NA,4,327,3.13,0.04,2.918,0.009,0.001,21
"10425","M12","M","ND",2014-01-07,8.3,14.5,2.7,5.8,6.8,4.314,0.053,5,4.1,455,3.963,0.027,3.383,0.028,NA,29.6
"10426","T11b","T","MR",2014-01-07,8,11.9,0.9,3.2,9.8,2.541,0.056,1.9,5.5,315,2.345,0.147,1.927,0.021,0.007,5
"10427","T4","T","BS",2014-01-07,7.9,12,0.9,3.7,2,4.029,0.068,2.5,6.2,344,3.9,0.202,3.246,0.046,0.038,3.2
"10428","M15","M","ND",2014-01-07,7.8,14,1.8,3.1,4.8,3.298,0.037,2.5,4,469,2.672,0.035,2.012,0.014,0.005,11.2
"10429","M8","M","ND",2014-01-07,7.8,17.1,1.9,4.2,4.6,3.744,0.025,2.5,4,357,3.628,0.063,3.434,0.016,0.003,24.7
"10430","T9b","T","HG",2014-01-07,8.2,12.6,0.4,2.7,4.6,1.789,0.032,1.6,5,137,1.641,0.026,1.449,0.019,0.006,2.2
"10431","T8b","T","HO",2014-01-07,7.8,13.7,1.1,2.9,1.2,3.237,0.038,1.8,5,266,3.131,0.079,2.685,0.027,0.004,2.4
"10432","M7","M","ND",2014-01-07,8.7,14.2,1.7,5.4,5.2,3.63,0.041,3.2,4.1,357,3.39,0.035,2.849,0.019,NA,26.7
"10433","T11a","T","MR",2014-01-07,8.2,14.8,4.2,2.1,0.4,2.211,0.014,1.4,4.2,270,2.114,0.034,1.509,0.003,0.001,2.5
"10434","T9a","T","HG",2014-01-07,7.7,13.3,2.5,2.6,6,1.711,0.013,1.8,4.1,117,1.575,0.021,1.222,0.01,0.008,2.5
"10435","M10","M","ND",2014-01-08,8.8,13.8,2.2,3.4,6.8,4.833,0.019,2.8,5,489,4.66,0.079,4.68,0.018,0.001,26.7
"10436","T3b","T","YG",2014-01-08,7.6,13,0.6,2.1,0.6,3.167,0.004,1.1,3.9,255,2.824,0.106,2.543,0.003,0,2.2
"10437","T10a","T","NG",2014-01-08,7.7,12.1,1.2,4,3,2.934,0.044,2.7,4.7,248,NA,NA,NA,NA,NA,7.9
"10438","T3a","T","YG",2014-01-08,8,13.7,0.6,1.5,1.1,2.571,0.004,0.9,2.7,232,2.543,0.026,2.364,0.004,0.003,2.1
"10439","M11","M","ND",2014-01-08,8.8,14.9,1.9,4.4,4.4,5.642,0.025,NA,5,584,5.543,0.102,5.475,0.014,0.002,17
"10440","T8a","T","HO",2014-01-10,8.2,13.9,0.9,2,1.6,3.347,0.019,1.6,5,282,3.269,0.109,5.385,0.017,0.014,2.5
"10441","T11b","T","MR",2014-01-13,8.1,15.1,1.3,4.1,7,2.89,0.052,2.3,2.9,346,2.711,0.272,2.16,0.015,0.005,4.8
"10442","T4","T","BS",2014-01-13,7.8,12.2,0.3,3.8,0.8,4.246,0.051,2.2,4.5,348,4.146,0.165,3.311,0.04,0.03,3.1
"10443","M1","M","ND",2014-01-13,8.6,9.6,0.5,2.2,1,1.598,0.017,2,6,171,1.595,0.051,1.268,0.013,0.004,1.4
"10444","M2","M","ND",2014-01-13,8.2,13.9,1.1,2.8,2.8,2.573,0.017,2.1,3,206,2.467,0.036,2.127,0.013,0.009,6
"10445","M3","M","ND",2014-01-13,8.5,15.7,1,2.8,3.8,3.828,0.02,2,0,248,3.761,0.046,3.368,0.013,0.011,3.7
"10446","T9b","T","HG",2014-01-13,7.3,11.9,0.5,2.7,3.8,1.808,0.021,1.6,2.4,139,1.694,0.01,1.463,0.01,0.005,1.8
"10447","M7","M","ND",2014-01-13,8.7,15.1,2.4,5.8,6,4.164,0.044,4.1,3.4,415,3.739,0.063,3.186,0.019,NA,34.2
"10448","T6b","T","GM",2014-01-14,7.7,14.4,1.3,4.9,24.8,3.657,0.103,2.6,2.6,217,3.069,0.561,2.096,0.042,0.029,8.1
"10449","T7b","T","KH",2014-01-14,7.6,14.8,1.6,6.9,3.4,10.254,0.072,5.2,4.2,1035,9.929,0.467,8.588,0.032,0.014,12.8
"10450","T10b","T","NG",2014-01-14,8.1,15.1,1.2,4.5,4,2.926,0.029,2.4,3.1,215,2.843,0.311,2.023,0.01,NA,5.8
"10451","M14","M","ND",2014-01-14,7.9,14,1.8,2.7,5.4,3.157,0.018,2,3,373,3.219,0.104,2.166,0,0,13.8
"10452","T2","T","NS",2014-01-14,7.9,14.1,0.3,2.1,4.6,4.834,0.048,1,0.2,273,4.24,0.019,3.866,0.041,0.036,0.8
"10453","M9","M","ND",2014-01-14,8.9,14.9,1.9,3.8,5.8,3.306,0.033,2.4,3,332,3.178,0.148,2.341,0.02,0.005,25
"10454","M12","M","ND",2014-01-14,8,12.4,1.4,5.4,4.4,5.423,0.045,4.2,4.1,537,4.918,0.051,4.166,0.018,NA,14.2
"10455","T1","T","BB",2014-01-14,8,13.5,1.5,5.6,4.2,2.831,0.027,2.9,3.7,232,2.598,0.023,2.157,0.01,NA,11.9
"10456","M6","M","ND",2014-01-14,8.7,14.4,1.4,2.8,3.2,2.957,0.022,1.9,1,229,2.907,0.003,2.528,0.018,0.003,8.5
"10457","M15","M","ND",2014-01-14,8.1,12.9,2.3,2.9,3.8,2.92,0.034,2.2,3,448,2.905,0.11,1.775,0.006,0,8.3
"10458","M4","M","ND",2014-01-14,8.7,14.6,1.6,3.6,4.2,3.133,0.032,1.8,2,237,3.057,0.045,2.612,0.018,0.003,26.4
"10459","M5","M","ND",2014-01-14,8.7,15.1,1.2,4.5,6,3.37,0.022,2.8,3.9,267,2.972,0.02,2.618,0.012,NA,21.9
"10460","M8","M","ND",2014-01-14,9,14.8,2.1,4.2,6.4,3.777,0.045,2.4,3,351,3.475,0.148,3.077,0.021,0.008,28.2
"10461","M13","M","ND",2014-01-14,8.4,16.8,2.2,6.9,9.4,4.048,0.038,4.3,3.5,448,3.687,0.019,3.096,0.013,NA,24.8
"10462","T5b","T","WE",2014-01-14,8.8,15.8,1.2,3.9,3.6,3.182,0.016,2.5,4.2,260,3.054,0.009,2.589,0.011,NA,11.3
"10463","T8b","T","HO",2014-01-14,7.8,12.5,0.6,3,0.8,3.364,0.021,2.2,3.8,360,3.139,0.062,2.608,0.01,0.003,2.3
"10464","T6a","T","GM",2014-01-14,7.8,14.7,0.8,4.6,15,2.722,0.079,3,2.2,201,NA,NA,NA,NA,NA,6.8
"10465","M10","M","ND",2014-01-15,8.3,14.2,2.5,4.8,6.2,5.282,0.035,2.8,4,532,5.091,0.15,4.684,0.024,0.009,30.7
"10466","M11","M","ND",2014-01-15,8.5,14.6,2.6,5.4,6.4,5.123,0.038,2.9,3,319,5.061,0.193,4.608,0.024,0.005,31
"10467","T10a","T","NG",2014-01-16,7.7,13.9,2.1,4.3,2.6,2.914,0.033,2.6,2.7,219,NA,NA,NA,NA,NA,6
"10468","T6b","T","GM",2014-01-20,7.9,14.3,1.5,4.6,15.4,3.497,0.079,2.4,2.5,241,3.213,0.571,2.257,0.051,0.031,5.4
"10469","T10b","T","NG",2014-01-20,8.5,14.9,1.3,4.8,29.4,2.814,0.039,2.4,3.4,224,2.665,0.244,2.03,0.021,NA,7.5
"10470","T2","T","NS",2014-01-20,7.2,15.5,0.3,2.1,6.8,4.602,0.055,1.1,0.6,256,4.14,0.07,3.76,0.041,0.036,1.9
"10471","T1","T","BB",2014-01-20,7.7,14.4,1.6,4.9,3.6,3.103,0.031,3.1,4.2,216,2.542,0.031,2.156,0.012,NA,14
"10472","M5","M","ND",2014-01-20,8.3,15.1,1.8,4.6,5.6,3.052,0.022,2.8,3.6,265,2.931,0.025,2.576,0.014,NA,23.2
"10473","M1","M","ND",2014-01-20,7.9,9.7,0.4,2.2,2,1.609,0.016,2.1,5,172,1.578,0.033,1.375,0.012,0.004,1.5
"10474","M2","M","ND",2014-01-20,7.9,13.9,1.1,2.4,2.6,2.758,0.024,2,4,223,2.686,0.041,2.486,0.012,0.004,5.7
"10475","M13","M","ND",2014-01-20,8.5,16.1,1.7,5.1,5.4,3.784,0.034,3.6,3.4,408,3.459,0.041,3.006,0.022,0.003,15.2
"10476","T5b","T","WE",2014-01-20,8.4,15.8,1.2,4.6,3.4,3.141,0.022,2.5,4.6,262,3.115,0.02,2.586,0.014,NA,16.4
"10477","T6a","T","GM",2014-01-20,8,14.1,0.9,4.8,12.8,2.518,0.065,2.8,3.2,208,NA,NA,NA,NA,NA,6.2
"10478","T7b","T","KH",2014-01-21,7.7,14.7,2.1,7.3,5.6,10.167,0.083,5.6,6.3,1098,9.695,0.538,8.216,0.039,0.012,23
"10479","M14","M","ND",2014-01-21,7.1,13.6,1.4,3.7,5,3.195,0.034,2.4,3,352,3.204,0.069,2.148,0.02,0,14.7
"10480","M9","M","ND",2014-01-21,8.7,14.3,2.1,3.8,5.6,3.31,0.035,NA,4,332,3.115,0.073,2.937,0.017,0.006,24.9
"10481","M12","M","ND",2014-01-21,8.4,16,2.4,6.2,6.6,5.329,0.049,4.6,4,561,5.154,0.039,4.364,0.026,NA,36.6
"10482","T11b","T","MR",2014-01-21,8.3,14.2,1.2,3.5,5.4,2.492,0.052,1.9,4.2,360,2.26,0.134,1.865,0.025,0.004,4.5
"10483","T4","T","BS",2014-01-21,7.6,14.7,0.8,3.7,2,3.987,0.055,2.5,3.3,354,3.74,0.333,2.973,0.046,0.026,4.4
"10484","M15","M","ND",2014-01-21,7.3,13.1,1.2,3.7,4,3.101,0.036,2.6,3,406,3.164,0.091,2.14,0.022,0,9.3
"10485","M8","M","ND",2014-01-21,9,16.3,2.1,3.6,6,3.692,0.045,2.2,4,358,3.542,0.076,3.465,0.044,0.043,37.1
"10486","T9b","T","HG",2014-01-21,8.3,12.7,0.5,2.9,6.8,1.859,0.025,1.7,4.1,134,1.833,0.026,1.476,0.019,0.004,2.3
"10487","T8b","T","HO",2014-01-21,8,15,0.6,3.2,1.8,3.358,0.025,1.8,6.6,293,3.143,0.071,2.718,0.021,NA,3.2
"10488","M7","M","ND",2014-01-21,8.4,15.7,1.8,5.7,5.4,4.073,0.047,3,3.2,377,3.581,0.059,3.037,0.02,NA,28.9
"10489","M10","M","ND",2014-01-22,8.2,15.2,2.9,5.2,6.4,4.999,0.032,2.9,5,531,4.99,0.145,4.885,0.021,0.006,37.3
"10490","T10a","T","NG",2014-01-22,7.7,12.5,1.6,4.1,2.8,2.799,0.034,2.3,1.9,239,NA,NA,NA,NA,NA,6.5
"10491","M11","M","ND",2014-01-22,8.2,14.6,2.8,4.8,7,4.897,0.037,NA,4,519,4.825,0.157,4.709,0.022,0.007,46.3
"10492","T7b","T","KH",2014-01-27,8,14.6,2.3,7.7,4.8,9.868,0.077,5.9,7.4,1198,9.565,0.691,7.674,0.034,0.012,22.9
"10493","T10b","T","NG",2014-01-27,7.5,15.3,1.6,4.4,5.2,3.299,0.032,2.5,4.8,232,2.863,0.244,2.068,0.016,NA,7.7
"10494","T2","T","NS",2014-01-27,7.4,15.5,0.4,1.9,6.8,4.937,0.047,0.9,1.1,271,4.531,0.048,3.938,0.039,0.034,1.7
"10495","T1","T","BB",2014-01-27,8.2,15.6,2.3,4.7,5.8,3.887,0.032,3.2,3.7,242,3.531,0.044,2.413,0.013,NA,23.2
"10496","M5","M","ND",2014-01-27,8.8,16.1,1.7,4.1,5.6,3.229,0.019,2.9,4.1,291,3.057,0.03,2.593,0.008,0.004,17.2
"10497","M1","M","ND",2014-01-27,7.9,10.8,0.3,1.2,2.2,1.811,0.043,1.6,5,172,1.705,0.001,1.369,0.038,0.006,1.3
"10498","M2","M","ND",2014-01-27,8.1,14.1,1,2.2,2.6,2.469,0.046,2,5,201,2.375,0.134,1.95,0.038,0.016,4.2
"10499","M10","M","ND",2014-01-28,8.7,15.5,2.6,4.2,7.4,4.937,0.051,2.5,4,513,4.695,0.105,4.206,0.031,0.005,35.7
"10500","M14","M","ND",2014-01-28,8.4,12.8,1.2,3.6,3.6,3.27,0.03,2.9,4,347,3.315,0.109,2.395,0.019,0,10.2
"10501","M9","M","ND",2014-01-28,8.7,12.4,2,3.6,4.4,3.366,0.044,NA,4,340,3.239,0.062,2.79,0.027,0.006,17.2
"10502","M15","M","ND",2014-01-28,8.9,13.4,2.1,3.3,6.4,3.106,0.035,2.5,4,401,2.999,0.048,2.39,0.017,0,10.8
"10503","M8","M","ND",2014-01-28,8.8,13.7,2.5,4.2,7.6,3.616,0.05,2.6,3,352,3.567,0.087,2.987,0.03,0.008,40.2
"10504","M11","M","ND",2014-01-28,8.5,15.6,2.4,4.2,7.2,5.174,0.045,NA,5,609,4.961,0.141,4.413,0.03,0.005,38.8
"10505","T11b","T","MR",2014-02-03,7.9,16.5,3.2,5.4,9.8,2.96,0.074,3,8.2,367,2.665,0.308,1.94,0.023,0.005,40
"10506","T4","T","BS",2014-02-03,7.8,14.1,1.4,4.4,1.8,5.02,0.072,2.5,8.8,345,4.77,1.347,2.797,0.056,0.041,7.8
"10507","M1","M","ND",2014-02-03,8.3,9.7,0.7,2,2,1.668,0.028,2.1,5,168,1.573,0.049,1.25,0.024,0.006,1.3
"10508","M2","M","ND",2014-02-03,9.2,17.9,1.1,2.2,2.4,2.11,0.028,2.1,7,191,2.085,0.144,1.547,0.019,0.003,1.3
"10509","T9b","T","HG",2014-02-03,7.5,11,0.8,3,12,1.725,0.026,1.6,10.1,121,1.699,0.026,1.457,0.017,0.006,5.4
"10510","M7","M","ND",2014-02-03,7.7,15.6,1.7,6,6.2,4.292,0.054,3.7,5.6,422,3.928,0.18,3.239,0.02,NA,37.2
"10511","T9a","T","HG",2014-02-03,7.6,12.9,3.5,2.3,4.8,1.685,0.103,1.9,8.7,126,1.612,0.003,1.166,0.052,0.013,1.5
"10512","T6b","T","GM",2014-02-04,7.9,13.4,0.8,4,8.6,5.679,0.072,2.1,4.5,376,5.489,1.475,3.575,0.051,0.041,2
"10513","T7b","T","KH",2014-02-04,7.9,13.4,3.4,8,8.4,10.104,0.093,5.5,8.1,812,9.483,0.679,7.879,0.031,NA,47.4
"10514","T10b","T","NG",2014-02-04,7.9,13.9,2,4.8,16.2,2.654,0.044,2.7,7.4,220,2.458,0.215,1.835,0.018,NA,13.2
"10515","T2","T","NS",2014-02-04,7.7,14.4,0.8,2.3,6.2,4.753,0.05,1.1,0.5,278,4.519,0.042,4.155,0.043,0.034,2.1
"10516","M9","M","ND",2014-02-04,8.8,15.6,2.1,5.2,6.6,3.506,0.037,NA,4,350,3.454,0.02,2.894,0.021,0.005,27.1
"10517","M12","M","ND",2014-02-04,8.8,15.3,3,7.1,8.2,5.157,0.043,4.9,4.6,528,5.085,0.032,4.24,0.021,NA,49.4
"10518","T1","T","BB",2014-02-04,8.2,14.2,2,4.6,2.6,3.249,0.04,3.1,3.2,237,2.988,0.06,2.524,0.015,NA,14.8
"10519","M15","M","ND",2014-02-04,8.7,11.8,2.2,3.9,7,3.172,0.061,2.4,5,479,2.923,0.124,1.871,0.022,0,13.7
"10520","M5","M","ND",2014-02-04,8.6,15.4,1.4,4,4,3.176,0.019,2.7,4.2,278,3.019,0.057,2.646,0.014,0.003,13.8
"10521","M8","M","ND",2014-02-04,8.7,16.2,2.7,5.4,8,3.718,0.057,2.8,4,357,3.512,0.006,3.095,0.031,0.006,47.9
"10522","M13","M","ND",2014-02-04,8.6,16.6,2.3,5.9,12.2,4.119,0.036,4.3,5.6,425,3.748,0.033,3.243,0.019,NA,34.4
"10523","T5b","T","WE",2014-02-04,8.8,15.3,1.3,3.6,2.2,3.176,0.018,2.3,4.5,275,3.027,0.055,2.586,0.013,NA,6.5
"10524","T8b","T","HO",2014-02-04,8,13,1.3,3.2,2,3.135,0.029,2.1,6.2,255,2.942,0.084,2.497,0.02,0.005,5.5
"10525","T6a","T","GM",2014-02-04,7.9,13.1,0.5,3.2,3.8,4.338,0.065,2.3,6.4,343,NA,NA,NA,NA,NA,1.8
"10526","M10","M","ND",2014-02-05,8.5,9.3,2.7,5.2,6.6,5.777,0.043,3.4,5,594,5.777,0.057,5.006,0.043,0.005,32.1
"10527","T7a","T","KH",2014-02-05,7.6,15.1,2.7,6.1,1.6,9.168,0.048,4.7,3.9,655,8.688,0.82,7.016,0.014,0,24.9
"10528","M11","M","ND",2014-02-05,8.3,9.4,2.6,5.6,9,5.734,0.043,NA,5,603,5.734,0.005,4.954,0.043,0.005,38.5
"10529","M14","M","ND",2014-02-06,7,12.5,1.8,4.2,7.2,3.721,0.037,2.5,5,427,3.633,0.018,2.248,0.022,0,23.4
"10530","T10a","T","NG",2014-02-06,7.6,12.9,1.4,3.6,1.8,2.442,0.026,1.9,3,171,NA,NA,NA,NA,NA,4.6
"10531","T5a","T","WE",2014-02-07,8,11.1,1.2,2.8,1.8,3.771,0.021,2.1,4,445,3.617,0.008,3.59,0.013,0,4.6
"10532","T6b","T","GM",2014-02-10,7.6,13.1,0.8,3.9,4.2,5.741,0.071,2.1,5,386,5.581,1.184,3.775,0.053,0.04,2.3
"10533","T10b","T","NG",2014-02-10,8,13.3,1.5,4.2,4.2,3.027,0.037,2.7,5.7,245,2.88,0.39,2.033,0.012,NA,11
"10534","T2","T","NS",2014-02-10,7.5,12.9,0.3,2.5,3.2,4.703,0.043,1,4,267,4.421,0.044,3.978,0.035,0.031,1.6
"10535","T1","T","BB",2014-02-10,8.4,14.8,2.3,5.8,4.6,2.987,0.033,2.9,4.6,241,2.793,0.044,2.299,0.008,NA,13.8
"10536","M5","M","ND",2014-02-10,8.5,15.1,1.1,3.6,4.2,3.255,0.021,2.7,4.1,272,3.204,0.067,2.738,0.007,NA,8.9
"10537","M1","M","ND",2014-02-10,8.1,12.5,0.6,2.6,1.6,1.717,0.021,2.2,5,171,1.699,0.244,1.374,0.018,0,1.6
"10538","M2","M","ND",2014-02-10,8.1,14.5,0.9,3,2.4,2.236,0.018,2.2,6,198,2.163,0.459,1.856,0.015,0.01,1.7
"10539","M3","M","ND",2014-02-10,8,13.2,0.6,2.4,2.4,2.839,0.019,2.1,5,212,2.755,0.483,2.443,0.014,0.007,2
"10540","M13","M","ND",2014-02-10,8.6,15.3,1.7,5.9,8,4.183,0.033,4.1,4.4,425,3.917,0.027,3.276,0.013,0.003,30.3
"10541","T5b","T","WE",2014-02-10,8.6,14.2,2.2,4.5,2.2,3.323,0.02,2.7,5.3,271,3.065,0.061,2.702,0.008,NA,4.9
"10542","T6a","T","GM",2014-02-10,7.5,12.3,0.8,4,3.2,4.701,0.071,2.6,6.1,379,NA,NA,NA,NA,NA,2.6
"10543","T11a","T","MR",2014-02-10,8,14.5,2.6,2.7,5,2.257,0.031,2.1,5.6,215,2.103,0.007,1.436,0.028,0.003,4.5
"10544","T7b","T","KH",2014-02-11,7.8,13.4,2.5,8.4,5.8,9.32,0.082,6.1,7.2,1057,8.686,0.304,7.459,0.027,0.004,24.2
"10545","M14","M","ND",2014-02-11,7.6,11.9,1.9,3.2,7.4,3.308,0.038,1.7,6,362,3.271,0.029,2.287,0.019,0,14.7
"10546","M9","M","ND",2014-02-11,8.8,12.5,2.8,6.2,7.6,3.574,0.028,3.4,4,356,3.487,0.312,3.311,0.018,0.003,28.8
